統計年度,按照別,區域別,生母年齡,出生者性別,嬰兒出生數
113,按登記日期分,高雄市橋頭區,39歲,男,5
113,按登記日期分,高雄市橋頭區,40歲,男,4
113,按登記日期分,高雄市橋頭區,41歲,男,3
113,按登記日期分,高雄市橋頭區,42歲,男,0
113,按登記日期分,高雄市橋頭區,43歲,男,1
113,按登記日期分,高雄市橋頭區,44歲,男,2
113,按登記日期分,高雄市橋頭區,45歲,男,0
113,按登記日期分,高雄市橋頭區,46歲,男,0
113,按登記日期分,高雄市橋頭區,47歲,男,0
113,按登記日期分,高雄市橋頭區,48歲,男,0
113,按登記日期分,高雄市橋頭區,49歲,男,0
113,按登記日期分,高雄市橋頭區,50歲以上,男,0
113,按登記日期分,高雄市橋頭區,未滿15歲,女,0
113,按登記日期分,高雄市橋頭區,15歲,女,0
113,按登記日期分,高雄市橋頭區,16歲,女,0
113,按登記日期分,高雄市橋頭區,17歲,女,0
113,按登記日期分,高雄市橋頭區,18歲,女,0
113,按登記日期分,高雄市橋頭區,19歲,女,1
113,按登記日期分,高雄市橋頭區,20歲,女,1
113,按登記日期分,高雄市橋頭區,21歲,女,1
113,按登記日期分,高雄市橋頭區,22歲,女,1
113,按登記日期分,高雄市橋頭區,23歲,女,3
113,按登記日期分,高雄市橋頭區,24歲,女,4
113,按登記日期分,高雄市橋頭區,25歲,女,4
113,按登記日期分,高雄市橋頭區,26歲,女,3
113,按登記日期分,高雄市橋頭區,27歲,女,7
113,按登記日期分,高雄市橋頭區,28歲,女,8
113,按登記日期分,高雄市橋頭區,29歲,女,13
113,按登記日期分,高雄市橋頭區,30歲,女,15
113,按登記日期分,高雄市橋頭區,31歲,女,6
113,按登記日期分,高雄市橋頭區,32歲,女,10
113,按登記日期分,高雄市橋頭區,33歲,女,13
113,按登記日期分,高雄市橋頭區,34歲,女,15
113,按登記日期分,高雄市橋頭區,35歲,女,10
113,按登記日期分,高雄市橋頭區,36歲,女,12
113,按登記日期分,高雄市橋頭區,37歲,女,5
113,按登記日期分,高雄市橋頭區,38歲,女,3
113,按登記日期分,高雄市橋頭區,39歲,女,3
113,按登記日期分,高雄市橋頭區,40歲,女,2
113,按登記日期分,高雄市橋頭區,41歲,女,3
113,按登記日期分,高雄市橋頭區,42歲,女,2
113,按登記日期分,高雄市橋頭區,43歲,女,1
113,按登記日期分,高雄市橋頭區,44歲,女,2
113,按登記日期分,高雄市橋頭區,45歲,女,0
113,按登記日期分,高雄市橋頭區,46歲,女,0
113,按登記日期分,高雄市橋頭區,47歲,女,0
113,按登記日期分,高雄市橋頭區,48歲,女,0
113,按登記日期分,高雄市橋頭區,49歲,女,1
113,按登記日期分,高雄市橋頭區,50歲以上,女,0
113,按登記日期分,高雄市燕巢區,未滿15歲,男,0
113,按登記日期分,高雄市燕巢區,15歲,男,0
113,按登記日期分,高雄市燕巢區,16歲,男,0
113,按登記日期分,高雄市燕巢區,17歲,男,0
113,按登記日期分,高雄市燕巢區,18歲,男,1
113,按登記日期分,高雄市燕巢區,19歲,男,2
113,按登記日期分,高雄市燕巢區,20歲,男,0
113,按登記日期分,高雄市燕巢區,21歲,男,2
113,按登記日期分,高雄市燕巢區,22歲,男,0
113,按登記日期分,高雄市燕巢區,23歲,男,1
113,按登記日期分,高雄市燕巢區,24歲,男,3
113,按登記日期分,高雄市燕巢區,25歲,男,1
113,按登記日期分,高雄市燕巢區,26歲,男,1
113,按登記日期分,高雄市燕巢區,27歲,男,7
113,按登記日期分,高雄市燕巢區,28歲,男,8
113,按登記日期分,高雄市燕巢區,29歲,男,10
113,按登記日期分,高雄市燕巢區,30歲,男,11
113,按登記日期分,高雄市燕巢區,31歲,男,12
113,按登記日期分,高雄市燕巢區,32歲,男,6
113,按登記日期分,高雄市燕巢區,33歲,男,2
113,按登記日期分,高雄市燕巢區,34歲,男,4
113,按登記日期分,高雄市燕巢區,35歲,男,4
113,按登記日期分,高雄市燕巢區,36歲,男,5
113,按登記日期分,高雄市燕巢區,37歲,男,5
113,按登記日期分,高雄市燕巢區,38歲,男,3
113,按登記日期分,高雄市燕巢區,39歲,男,3
113,按登記日期分,高雄市燕巢區,40歲,男,3
113,按登記日期分,高雄市燕巢區,41歲,男,1
113,按登記日期分,高雄市燕巢區,42歲,男,0
113,按登記日期分,高雄市燕巢區,43歲,男,1
113,按登記日期分,高雄市燕巢區,44歲,男,1
113,按登記日期分,高雄市燕巢區,45歲,男,0
113,按登記日期分,高雄市燕巢區,46歲,男,0
113,按登記日期分,高雄市燕巢區,47歲,男,0
113,按登記日期分,高雄市燕巢區,48歲,男,0
113,按登記日期分,高雄市燕巢區,49歲,男,0
113,按登記日期分,高雄市燕巢區,50歲以上,男,0
113,按登記日期分,高雄市燕巢區,未滿15歲,女,0
113,按登記日期分,高雄市燕巢區,15歲,女,0
113,按登記日期分,高雄市燕巢區,16歲,女,0
113,按登記日期分,高雄市燕巢區,17歲,女,0
113,按登記日期分,高雄市燕巢區,18歲,女,0
113,按登記日期分,高雄市燕巢區,19歲,女,0
113,按登記日期分,高雄市燕巢區,20歲,女,1
113,按登記日期分,高雄市燕巢區,21歲,女,0
113,按登記日期分,高雄市燕巢區,22歲,女,3
113,按登記日期分,高雄市燕巢區,23歲,女,1
113,按登記日期分,高雄市燕巢區,24歲,女,4
113,按登記日期分,高雄市燕巢區,25歲,女,2
113,按登記日期分,高雄市燕巢區,26歲,女,6
113,按登記日期分,高雄市燕巢區,27歲,女,5
113,按登記日期分,高雄市燕巢區,28歲,女,4
113,按登記日期分,高雄市燕巢區,29歲,女,8
113,按登記日期分,高雄市燕巢區,30歲,女,5
113,按登記日期分,高雄市燕巢區,31歲,女,4
113,按登記日期分,高雄市燕巢區,32歲,女,7
113,按登記日期分,高雄市燕巢區,33歲,女,3
113,按登記日期分,高雄市燕巢區,34歲,女,7
113,按登記日期分,高雄市燕巢區,35歲,女,3
113,按登記日期分,高雄市燕巢區,36歲,女,4
113,按登記日期分,高雄市燕巢區,37歲,女,2
113,按登記日期分,高雄市燕巢區,38歲,女,4
113,按登記日期分,高雄市燕巢區,39歲,女,3
113,按登記日期分,高雄市燕巢區,40歲,女,0
113,按登記日期分,高雄市燕巢區,41歲,女,2
113,按登記日期分,高雄市燕巢區,42歲,女,1
113,按登記日期分,高雄市燕巢區,43歲,女,0
113,按登記日期分,高雄市燕巢區,44歲,女,0
113,按登記日期分,高雄市燕巢區,45歲,女,0
113,按登記日期分,高雄市燕巢區,46歲,女,0
113,按登記日期分,高雄市燕巢區,47歲,女,0
113,按登記日期分,高雄市燕巢區,48歲,女,0
113,按登記日期分,高雄市燕巢區,49歲,女,0
113,按登記日期分,高雄市燕巢區,50歲以上,女,0
113,按登記日期分,高雄市田寮區,未滿15歲,男,0
113,按登記日期分,高雄市田寮區,15歲,男,0
113,按登記日期分,高雄市田寮區,16歲,男,0
113,按登記日期分,高雄市田寮區,17歲,男,0
113,按登記日期分,高雄市田寮區,18歲,男,0
113,按登記日期分,高雄市田寮區,19歲,男,0
113,按登記日期分,高雄市田寮區,20歲,男,0
113,按登記日期分,高雄市田寮區,21歲,男,0
113,按登記日期分,高雄市田寮區,22歲,男,2
113,按登記日期分,高雄市田寮區,23歲,男,0
113,按登記日期分,高雄市田寮區,24歲,男,0
113,按登記日期分,高雄市田寮區,25歲,男,2
113,按登記日期分,高雄市田寮區,26歲,男,0
113,按登記日期分,高雄市田寮區,27歲,男,0
113,按登記日期分,高雄市田寮區,28歲,男,0
113,按登記日期分,高雄市田寮區,29歲,男,0
113,按登記日期分,高雄市田寮區,30歲,男,1
113,按登記日期分,高雄市田寮區,31歲,男,1
113,按登記日期分,高雄市田寮區,32歲,男,1
113,按登記日期分,高雄市田寮區,33歲,男,1
113,按登記日期分,高雄市田寮區,34歲,男,0
113,按登記日期分,高雄市田寮區,35歲,男,1
113,按登記日期分,高雄市田寮區,36歲,男,0
113,按登記日期分,高雄市田寮區,37歲,男,1
113,按登記日期分,高雄市田寮區,38歲,男,0
113,按登記日期分,高雄市田寮區,39歲,男,0
113,按登記日期分,高雄市田寮區,40歲,男,0
113,按登記日期分,高雄市田寮區,41歲,男,0
113,按登記日期分,高雄市田寮區,42歲,男,0
113,按登記日期分,高雄市田寮區,43歲,男,1
113,按登記日期分,高雄市田寮區,44歲,男,0
113,按登記日期分,高雄市田寮區,45歲,男,0
113,按登記日期分,高雄市田寮區,46歲,男,0
113,按登記日期分,高雄市田寮區,47歲,男,0
113,按登記日期分,高雄市田寮區,48歲,男,0
113,按登記日期分,高雄市田寮區,49歲,男,0
113,按登記日期分,高雄市田寮區,50歲以上,男,0
113,按登記日期分,高雄市田寮區,未滿15歲,女,0
113,按登記日期分,高雄市田寮區,15歲,女,0
113,按登記日期分,高雄市田寮區,16歲,女,0
113,按登記日期分,高雄市田寮區,17歲,女,0
113,按登記日期分,高雄市田寮區,18歲,女,0
113,按登記日期分,高雄市田寮區,19歲,女,0
113,按登記日期分,高雄市田寮區,20歲,女,0
113,按登記日期分,高雄市田寮區,21歲,女,0
113,按登記日期分,高雄市田寮區,22歲,女,0
113,按登記日期分,高雄市田寮區,23歲,女,0
113,按登記日期分,高雄市田寮區,24歲,女,1
113,按登記日期分,高雄市田寮區,25歲,女,0
113,按登記日期分,高雄市田寮區,26歲,女,1
113,按登記日期分,高雄市田寮區,27歲,女,1
113,按登記日期分,高雄市田寮區,28歲,女,1
113,按登記日期分,高雄市田寮區,29歲,女,0
113,按登記日期分,高雄市田寮區,30歲,女,0
113,按登記日期分,高雄市田寮區,31歲,女,0
113,按登記日期分,高雄市田寮區,32歲,女,2
113,按登記日期分,高雄市田寮區,33歲,女,1
113,按登記日期分,高雄市田寮區,34歲,女,0
113,按登記日期分,高雄市田寮區,35歲,女,2
113,按登記日期分,高雄市田寮區,36歲,女,0
113,按登記日期分,高雄市田寮區,37歲,女,0
113,按登記日期分,高雄市田寮區,38歲,女,0
113,按登記日期分,高雄市田寮區,39歲,女,0
113,按登記日期分,高雄市田寮區,40歲,女,0
113,按登記日期分,高雄市田寮區,41歲,女,0
113,按登記日期分,高雄市田寮區,42歲,女,0
113,按登記日期分,高雄市田寮區,43歲,女,2
113,按登記日期分,高雄市田寮區,44歲,女,0
113,按登記日期分,高雄市田寮區,45歲,女,0
113,按登記日期分,高雄市田寮區,46歲,女,0
113,按登記日期分,高雄市田寮區,47歲,女,0
113,按登記日期分,高雄市田寮區,48歲,女,0
113,按登記日期分,高雄市田寮區,49歲,女,0
113,按登記日期分,高雄市田寮區,50歲以上,女,0
113,按登記日期分,高雄市阿蓮區,未滿15歲,男,0
113,按登記日期分,高雄市阿蓮區,15歲,男,0
113,按登記日期分,高雄市阿蓮區,16歲,男,0
113,按登記日期分,高雄市阿蓮區,17歲,男,0
113,按登記日期分,高雄市阿蓮區,18歲,男,0
113,按登記日期分,高雄市阿蓮區,19歲,男,0
113,按登記日期分,高雄市阿蓮區,20歲,男,0
113,按登記日期分,高雄市阿蓮區,21歲,男,1
113,按登記日期分,高雄市阿蓮區,22歲,男,1
113,按登記日期分,高雄市阿蓮區,23歲,男,1
113,按登記日期分,高雄市阿蓮區,24歲,男,5
113,按登記日期分,高雄市阿蓮區,25歲,男,4
113,按登記日期分,高雄市阿蓮區,26歲,男,5
113,按登記日期分,高雄市阿蓮區,27歲,男,2
113,按登記日期分,高雄市阿蓮區,28歲,男,8
113,按登記日期分,高雄市阿蓮區,29歲,男,6
113,按登記日期分,高雄市阿蓮區,30歲,男,9
113,按登記日期分,高雄市阿蓮區,31歲,男,8
113,按登記日期分,高雄市阿蓮區,32歲,男,4
113,按登記日期分,高雄市阿蓮區,33歲,男,7
113,按登記日期分,高雄市阿蓮區,34歲,男,6
113,按登記日期分,高雄市阿蓮區,35歲,男,7
113,按登記日期分,高雄市阿蓮區,36歲,男,2
113,按登記日期分,高雄市阿蓮區,37歲,男,0
113,按登記日期分,高雄市阿蓮區,38歲,男,2
113,按登記日期分,高雄市阿蓮區,39歲,男,2
113,按登記日期分,高雄市阿蓮區,40歲,男,1
113,按登記日期分,高雄市阿蓮區,41歲,男,2
113,按登記日期分,高雄市阿蓮區,42歲,男,0
113,按登記日期分,高雄市阿蓮區,43歲,男,0
113,按登記日期分,高雄市阿蓮區,44歲,男,0
113,按登記日期分,高雄市阿蓮區,45歲,男,1
113,按登記日期分,高雄市阿蓮區,46歲,男,0
113,按登記日期分,高雄市阿蓮區,47歲,男,0
113,按登記日期分,高雄市阿蓮區,48歲,男,0
113,按登記日期分,高雄市阿蓮區,49歲,男,0
113,按登記日期分,高雄市阿蓮區,50歲以上,男,0
113,按登記日期分,高雄市阿蓮區,未滿15歲,女,0
113,按登記日期分,高雄市阿蓮區,15歲,女,0
113,按登記日期分,高雄市阿蓮區,16歲,女,0
113,按登記日期分,高雄市阿蓮區,17歲,女,0
113,按登記日期分,高雄市阿蓮區,18歲,女,0
113,按登記日期分,高雄市阿蓮區,19歲,女,0
113,按登記日期分,高雄市阿蓮區,20歲,女,0
113,按登記日期分,高雄市阿蓮區,21歲,女,0
113,按登記日期分,高雄市阿蓮區,22歲,女,0
113,按登記日期分,高雄市阿蓮區,23歲,女,1
113,按登記日期分,高雄市阿蓮區,24歲,女,4
113,按登記日期分,高雄市阿蓮區,25歲,女,2
113,按登記日期分,高雄市阿蓮區,26歲,女,4
113,按登記日期分,高雄市阿蓮區,27歲,女,5
113,按登記日期分,高雄市阿蓮區,28歲,女,5
113,按登記日期分,高雄市阿蓮區,29歲,女,2
113,按登記日期分,高雄市阿蓮區,30歲,女,11
113,按登記日期分,高雄市阿蓮區,31歲,女,5
113,按登記日期分,高雄市阿蓮區,32歲,女,5
113,按登記日期分,高雄市阿蓮區,33歲,女,2
113,按登記日期分,高雄市阿蓮區,34歲,女,4
113,按登記日期分,高雄市阿蓮區,35歲,女,2
113,按登記日期分,高雄市阿蓮區,36歲,女,7
113,按登記日期分,高雄市阿蓮區,37歲,女,1
113,按登記日期分,高雄市阿蓮區,38歲,女,4
113,按登記日期分,高雄市阿蓮區,39歲,女,1
113,按登記日期分,高雄市阿蓮區,40歲,女,3
113,按登記日期分,高雄市阿蓮區,41歲,女,1
113,按登記日期分,高雄市阿蓮區,42歲,女,1
113,按登記日期分,高雄市阿蓮區,43歲,女,0
113,按登記日期分,高雄市阿蓮區,44歲,女,0
113,按登記日期分,高雄市阿蓮區,45歲,女,0
113,按登記日期分,高雄市阿蓮區,46歲,女,0
113,按登記日期分,高雄市阿蓮區,47歲,女,0
113,按登記日期分,高雄市阿蓮區,48歲,女,0
113,按登記日期分,高雄市阿蓮區,49歲,女,0
113,按登記日期分,高雄市阿蓮區,50歲以上,女,0
113,按登記日期分,高雄市路竹區,未滿15歲,男,0
113,按登記日期分,高雄市路竹區,15歲,男,0
113,按登記日期分,高雄市路竹區,16歲,男,1
113,按登記日期分,高雄市路竹區,17歲,男,0
113,按登記日期分,高雄市路竹區,18歲,男,0
113,按登記日期分,高雄市路竹區,19歲,男,1
113,按登記日期分,高雄市路竹區,20歲,男,2
113,按登記日期分,高雄市路竹區,21歲,男,2
113,按登記日期分,高雄市路竹區,22歲,男,1
113,按登記日期分,高雄市路竹區,23歲,男,1
113,按登記日期分,高雄市路竹區,24歲,男,7
113,按登記日期分,高雄市路竹區,25歲,男,5
113,按登記日期分,高雄市路竹區,26歲,男,2
113,按登記日期分,高雄市路竹區,27歲,男,6
113,按登記日期分,高雄市路竹區,28歲,男,6
113,按登記日期分,高雄市路竹區,29歲,男,5
113,按登記日期分,高雄市路竹區,30歲,男,15
113,按登記日期分,高雄市路竹區,31歲,男,11
113,按登記日期分,高雄市路竹區,32歲,男,13
113,按登記日期分,高雄市路竹區,33歲,男,10
113,按登記日期分,高雄市路竹區,34歲,男,6
113,按登記日期分,高雄市路竹區,35歲,男,8
113,按登記日期分,高雄市路竹區,36歲,男,10
113,按登記日期分,高雄市路竹區,37歲,男,7
113,按登記日期分,高雄市路竹區,38歲,男,2
113,按登記日期分,高雄市路竹區,39歲,男,4
113,按登記日期分,高雄市路竹區,40歲,男,7
113,按登記日期分,高雄市路竹區,41歲,男,1
113,按登記日期分,高雄市路竹區,42歲,男,2
113,按登記日期分,高雄市路竹區,43歲,男,2
113,按登記日期分,高雄市路竹區,44歲,男,1
113,按登記日期分,高雄市路竹區,45歲,男,0
113,按登記日期分,高雄市路竹區,46歲,男,0
113,按登記日期分,高雄市路竹區,47歲,男,1
113,按登記日期分,高雄市路竹區,48歲,男,0
113,按登記日期分,高雄市路竹區,49歲,男,0
113,按登記日期分,高雄市路竹區,50歲以上,男,0
113,按登記日期分,高雄市路竹區,未滿15歲,女,0
113,按登記日期分,高雄市路竹區,15歲,女,0
113,按登記日期分,高雄市路竹區,16歲,女,0
113,按登記日期分,高雄市路竹區,17歲,女,1
113,按登記日期分,高雄市路竹區,18歲,女,0
113,按登記日期分,高雄市路竹區,19歲,女,1
113,按登記日期分,高雄市路竹區,20歲,女,1
113,按登記日期分,高雄市路竹區,21歲,女,0
113,按登記日期分,高雄市路竹區,22歲,女,4
113,按登記日期分,高雄市路竹區,23歲,女,3
113,按登記日期分,高雄市路竹區,24歲,女,5
113,按登記日期分,高雄市路竹區,25歲,女,7
113,按登記日期分,高雄市路竹區,26歲,女,3
113,按登記日期分,高雄市路竹區,27歲,女,15
113,按登記日期分,高雄市路竹區,28歲,女,7
113,按登記日期分,高雄市路竹區,29歲,女,10
113,按登記日期分,高雄市路竹區,30歲,女,14
113,按登記日期分,高雄市路竹區,31歲,女,5
113,按登記日期分,高雄市路竹區,32歲,女,11
113,按登記日期分,高雄市路竹區,33歲,女,13
113,按登記日期分,高雄市路竹區,34歲,女,9
113,按登記日期分,高雄市路竹區,35歲,女,6
113,按登記日期分,高雄市路竹區,36歲,女,5
113,按登記日期分,高雄市路竹區,37歲,女,8
113,按登記日期分,高雄市路竹區,38歲,女,6
113,按登記日期分,高雄市路竹區,39歲,女,4
113,按登記日期分,高雄市路竹區,40歲,女,3
113,按登記日期分,高雄市路竹區,41歲,女,5
113,按登記日期分,高雄市路竹區,42歲,女,0
113,按登記日期分,高雄市路竹區,43歲,女,0
113,按登記日期分,高雄市路竹區,44歲,女,0
113,按登記日期分,高雄市路竹區,45歲,女,0
113,按登記日期分,高雄市路竹區,46歲,女,0
113,按登記日期分,高雄市路竹區,47歲,女,0
113,按登記日期分,高雄市路竹區,48歲,女,0
113,按登記日期分,高雄市路竹區,49歲,女,0
113,按登記日期分,高雄市路竹區,50歲以上,女,0
113,按登記日期分,高雄市湖內區,未滿15歲,男,0
113,按登記日期分,高雄市湖內區,15歲,男,0
113,按登記日期分,高雄市湖內區,16歲,男,0
113,按登記日期分,高雄市湖內區,17歲,男,1
113,按登記日期分,高雄市湖內區,18歲,男,0
113,按登記日期分,高雄市湖內區,19歲,男,0
113,按登記日期分,高雄市湖內區,20歲,男,0
113,按登記日期分,高雄市湖內區,21歲,男,5
113,按登記日期分,高雄市湖內區,22歲,男,1
113,按登記日期分,高雄市湖內區,23歲,男,1
113,按登記日期分,高雄市湖內區,24歲,男,3
113,按登記日期分,高雄市湖內區,25歲,男,2
113,按登記日期分,高雄市湖內區,26歲,男,5
113,按登記日期分,高雄市湖內區,27歲,男,2
113,按登記日期分,高雄市湖內區,28歲,男,3
113,按登記日期分,高雄市湖內區,29歲,男,4
113,按登記日期分,高雄市湖內區,30歲,男,4
113,按登記日期分,高雄市湖內區,31歲,男,6
113,按登記日期分,高雄市湖內區,32歲,男,3
113,按登記日期分,高雄市湖內區,33歲,男,5
113,按登記日期分,高雄市湖內區,34歲,男,5
113,按登記日期分,高雄市湖內區,35歲,男,5
113,按登記日期分,高雄市湖內區,36歲,男,6
113,按登記日期分,高雄市湖內區,37歲,男,6
113,按登記日期分,高雄市湖內區,38歲,男,2
113,按登記日期分,高雄市湖內區,39歲,男,4
113,按登記日期分,高雄市湖內區,40歲,男,2
113,按登記日期分,高雄市湖內區,41歲,男,2
113,按登記日期分,高雄市湖內區,42歲,男,2
113,按登記日期分,高雄市湖內區,43歲,男,2
113,按登記日期分,高雄市湖內區,44歲,男,1
113,按登記日期分,高雄市湖內區,45歲,男,1
113,按登記日期分,高雄市湖內區,46歲,男,0
113,按登記日期分,高雄市湖內區,47歲,男,0
113,按登記日期分,高雄市湖內區,48歲,男,0
113,按登記日期分,高雄市湖內區,49歲,男,0
113,按登記日期分,高雄市湖內區,50歲以上,男,0
113,按登記日期分,高雄市湖內區,未滿15歲,女,0
113,按登記日期分,高雄市湖內區,15歲,女,0
113,按登記日期分,高雄市湖內區,16歲,女,0
113,按登記日期分,高雄市湖內區,17歲,女,1
113,按登記日期分,高雄市湖內區,18歲,女,0
113,按登記日期分,高雄市湖內區,19歲,女,0
113,按登記日期分,高雄市湖內區,20歲,女,0
113,按登記日期分,高雄市湖內區,21歲,女,0
113,按登記日期分,高雄市湖內區,22歲,女,2
113,按登記日期分,高雄市湖內區,23歲,女,1
113,按登記日期分,高雄市湖內區,24歲,女,5
113,按登記日期分,高雄市湖內區,25歲,女,2
113,按登記日期分,高雄市湖內區,26歲,女,2
113,按登記日期分,高雄市湖內區,27歲,女,8
113,按登記日期分,高雄市湖內區,28歲,女,5
113,按登記日期分,高雄市湖內區,29歲,女,3
113,按登記日期分,高雄市湖內區,30歲,女,4
113,按登記日期分,高雄市湖內區,31歲,女,11
113,按登記日期分,高雄市湖內區,32歲,女,4
113,按登記日期分,高雄市湖內區,33歲,女,12
113,按登記日期分,高雄市湖內區,34歲,女,4
113,按登記日期分,高雄市湖內區,35歲,女,4
113,按登記日期分,高雄市湖內區,36歲,女,3
113,按登記日期分,高雄市湖內區,37歲,女,3
113,按登記日期分,高雄市湖內區,38歲,女,1
113,按登記日期分,高雄市湖內區,39歲,女,1
113,按登記日期分,高雄市湖內區,40歲,女,4
113,按登記日期分,高雄市湖內區,41歲,女,1
113,按登記日期分,高雄市湖內區,42歲,女,0
113,按登記日期分,高雄市湖內區,43歲,女,0
113,按登記日期分,高雄市湖內區,44歲,女,0
113,按登記日期分,高雄市湖內區,45歲,女,0
113,按登記日期分,高雄市湖內區,46歲,女,0
113,按登記日期分,高雄市湖內區,47歲,女,0
113,按登記日期分,高雄市湖內區,48歲,女,1
113,按登記日期分,高雄市湖內區,49歲,女,0
113,按登記日期分,高雄市湖內區,50歲以上,女,0
113,按登記日期分,高雄市茄萣區,未滿15歲,男,0
113,按登記日期分,高雄市茄萣區,15歲,男,0
113,按登記日期分,高雄市茄萣區,16歲,男,0
113,按登記日期分,高雄市茄萣區,17歲,男,0
113,按登記日期分,高雄市茄萣區,18歲,男,0
113,按登記日期分,高雄市茄萣區,19歲,男,1
113,按登記日期分,高雄市茄萣區,20歲,男,1
113,按登記日期分,高雄市茄萣區,21歲,男,4
113,按登記日期分,高雄市茄萣區,22歲,男,3
113,按登記日期分,高雄市茄萣區,23歲,男,5
113,按登記日期分,高雄市茄萣區,24歲,男,1
113,按登記日期分,高雄市茄萣區,25歲,男,2
113,按登記日期分,高雄市茄萣區,26歲,男,2
113,按登記日期分,高雄市茄萣區,27歲,男,6
113,按登記日期分,高雄市茄萣區,28歲,男,6
113,按登記日期分,高雄市茄萣區,29歲,男,4
113,按登記日期分,高雄市茄萣區,30歲,男,12
113,按登記日期分,高雄市茄萣區,31歲,男,5
113,按登記日期分,高雄市茄萣區,32歲,男,6
113,按登記日期分,高雄市茄萣區,33歲,男,10
113,按登記日期分,高雄市茄萣區,34歲,男,4
113,按登記日期分,高雄市茄萣區,35歲,男,5
113,按登記日期分,高雄市茄萣區,36歲,男,9
113,按登記日期分,高雄市茄萣區,37歲,男,8
113,按登記日期分,高雄市茄萣區,38歲,男,4
113,按登記日期分,高雄市茄萣區,39歲,男,7
113,按登記日期分,高雄市茄萣區,40歲,男,1
113,按登記日期分,高雄市茄萣區,41歲,男,0
113,按登記日期分,高雄市茄萣區,42歲,男,0
113,按登記日期分,高雄市茄萣區,43歲,男,2
113,按登記日期分,高雄市茄萣區,44歲,男,0
113,按登記日期分,高雄市茄萣區,45歲,男,0
113,按登記日期分,高雄市茄萣區,46歲,男,0
113,按登記日期分,高雄市茄萣區,47歲,男,1
113,按登記日期分,高雄市茄萣區,48歲,男,0
113,按登記日期分,高雄市茄萣區,49歲,男,0
113,按登記日期分,高雄市茄萣區,50歲以上,男,0
113,按登記日期分,高雄市茄萣區,未滿15歲,女,0
113,按登記日期分,高雄市茄萣區,15歲,女,0
113,按登記日期分,高雄市茄萣區,16歲,女,0
113,按登記日期分,高雄市茄萣區,17歲,女,0
113,按登記日期分,高雄市茄萣區,18歲,女,0
113,按登記日期分,高雄市茄萣區,19歲,女,0
113,按登記日期分,高雄市茄萣區,20歲,女,0
113,按登記日期分,高雄市茄萣區,21歲,女,2
113,按登記日期分,高雄市茄萣區,22歲,女,2
113,按登記日期分,高雄市茄萣區,23歲,女,0
113,按登記日期分,高雄市茄萣區,24歲,女,0
113,按登記日期分,高雄市茄萣區,25歲,女,3
113,按登記日期分,高雄市茄萣區,26歲,女,4
113,按登記日期分,高雄市茄萣區,27歲,女,7
113,按登記日期分,高雄市茄萣區,28歲,女,6
113,按登記日期分,高雄市茄萣區,29歲,女,8
113,按登記日期分,高雄市茄萣區,30歲,女,7
113,按登記日期分,高雄市茄萣區,31歲,女,3
113,按登記日期分,高雄市茄萣區,32歲,女,6
113,按登記日期分,高雄市茄萣區,33歲,女,8
113,按登記日期分,高雄市茄萣區,34歲,女,11
113,按登記日期分,高雄市茄萣區,35歲,女,6
113,按登記日期分,高雄市茄萣區,36歲,女,9
113,按登記日期分,高雄市茄萣區,37歲,女,2
113,按登記日期分,高雄市茄萣區,38歲,女,3
113,按登記日期分,高雄市茄萣區,39歲,女,3
113,按登記日期分,高雄市茄萣區,40歲,女,3
113,按登記日期分,高雄市茄萣區,41歲,女,2
113,按登記日期分,高雄市茄萣區,42歲,女,2
113,按登記日期分,高雄市茄萣區,43歲,女,0
113,按登記日期分,高雄市茄萣區,44歲,女,0
113,按登記日期分,高雄市茄萣區,45歲,女,0
113,按登記日期分,高雄市茄萣區,46歲,女,0
113,按登記日期分,高雄市茄萣區,47歲,女,0
113,按登記日期分,高雄市茄萣區,48歲,女,0
113,按登記日期分,高雄市茄萣區,49歲,女,0
113,按登記日期分,高雄市茄萣區,50歲以上,女,0
113,按登記日期分,高雄市永安區,未滿15歲,男,0
113,按登記日期分,高雄市永安區,15歲,男,0
113,按登記日期分,高雄市永安區,16歲,男,0
113,按登記日期分,高雄市永安區,17歲,男,0
113,按登記日期分,高雄市永安區,18歲,男,0
113,按登記日期分,高雄市永安區,19歲,男,1
113,按登記日期分,高雄市永安區,20歲,男,1
113,按登記日期分,高雄市永安區,21歲,男,1
113,按登記日期分,高雄市永安區,22歲,男,0
113,按登記日期分,高雄市永安區,23歲,男,3
113,按登記日期分,高雄市永安區,24歲,男,5
113,按登記日期分,高雄市永安區,25歲,男,0
113,按登記日期分,高雄市永安區,26歲,男,3
113,按登記日期分,高雄市永安區,27歲,男,2
113,按登記日期分,高雄市永安區,28歲,男,5
113,按登記日期分,高雄市永安區,29歲,男,5
113,按登記日期分,高雄市永安區,30歲,男,6
113,按登記日期分,高雄市永安區,31歲,男,5
113,按登記日期分,高雄市永安區,32歲,男,3
113,按登記日期分,高雄市永安區,33歲,男,3
113,按登記日期分,高雄市永安區,34歲,男,5
113,按登記日期分,高雄市永安區,35歲,男,1
113,按登記日期分,高雄市永安區,36歲,男,4
113,按登記日期分,高雄市永安區,37歲,男,3
113,按登記日期分,高雄市永安區,38歲,男,3
113,按登記日期分,高雄市永安區,39歲,男,1
113,按登記日期分,高雄市永安區,40歲,男,2
113,按登記日期分,高雄市永安區,41歲,男,0
113,按登記日期分,高雄市永安區,42歲,男,0
